sample_id,source_dataset,target_split,annotation_type,label,original_text,perturbed_text,perturbation_types,random_seed,naturalness_1_to_5,semantic_preservation_yes_no,label_preservation_yes_no,reviewer_notes
sv_389b4658acd6ecaf29620933,tarudesu/VOZ-HSD,train,weak_ai,HATE,Thôi chứ định làm ccc gì nữa.,Thôi chứ định làm ccc gì nữaa.,"[""expressive_lengthening""]",bf951092c3ff808b,,,,
sv_848c6cc1c6f102ec73c56a12,uitnlp/vihsd,train,human,CLEAN,Ai yêu thắm thì phải mang thắm đi khắp nơi chứ. Nhận in ốp cho mọi dòng máy (2D 3D silicon) và silicon iphone có sẵn. Liên hệ fb em hoặc insta _the.case để xem thêm nhiều mẫu nháaaa ❤️😘,Ai yêu thắm thì fải mang thắm đi khắp nơi chứ. Nhận in ốp cho mọi dòng may (2D 3D silicon) và silicon iphone có sẵn. Liên hệ fb em hoặc insta _the.case để xem thêm nhiều mẫu nháaaa ❤️😘,"[""intentional_spelling"", ""diacritic_variation""]",c3ee81456c60b894,,,,
sv_68e06fb8498c1ef4a5e22d3e,tarudesu/VOZ-HSD,train,weak_ai,HATE,Dkm mới đây đã dc lên sóng rồi Nó đọc trúng bài tôi thấy soi kỹ vl. Chắc cay lắm vì đéo thể cãi dc,Dkm mới đây đã dc lên sóng rồi Nó đọc trúng bài tôi thấy soi kỹ vl. Chắc cay lắm vì đéo thể cãiii dc,"[""expressive_lengthening""]",83ad456f42806aec,,,,
sv_935a150760414f8fec56f624,uitnlp/vihsd,train,human,CLEAN,Lương Kiều Trúc Uyên phải quyên góp 1/2 tài sản để phòng chống dịch tại nó mang dịch về,Lương Kiều Trúc Uyên fải quyn góp 1/2 tàiiii sản để phòng chống dịch tại nó mang dịch về,"[""typographical_noise"", ""expressive_lengthening"", ""intentional_spelling""]",a1f40174e602aa2d,,,,
sv_a4ce442d2f0608a119e174bb,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Hạn cái đuồi bầu, chơi đồ thì nói mẹ ra hạn hạn cl","Hạn cái đuồi bầầầầu, cơi đồ thì nói mẹ ra hạn hạn cl","[""expressive_lengthening"", ""typographical_noise""]",ca1dee45f233615a,,,,
sv_89a45d58fe451190bbcfbe2c,uitnlp/vihsd,train,human,HATE,Làm ăn như cc,Làm ăn nh~ưư cc,"[""expressive_lengthening"", ""surface_obfuscation""]",7cd27101f2fe50ee,,,,
sv_318eda3b77f7825419847be7,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Ku Diaz về thì dễ sang hè là tiễn Mane lên đường lắm , Mane h đá đuối lắm rồi","Ku Diaz về thì dễ sang hè là tiễn Mane lên đường lắm , Mane h đá đuối lắm rồồồi","[""expressive_lengthening""]",13bd97e2436c67de,,,,
sv_d1b0251563510b4add585018,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Thời đại nào còn phải tán gái bác. Giờ là phải để gái nó tán. Cứ tỏ ra lạnh lùng boy vào,Thời đại nào còn phai tán gái bác. Giờ là phải để gái nó tán. Cứ tỏ ra lạnh lùng boy vào,"[""diacritic_variation""]",0b288229aacd8273,,,,
sv_ac9d900eb28869b49659de73,uitnlp/vihsd,validation,human,CLEAN,Anh kêu lương tháng 7-8 triệu sao chơi cả cua Hoàng Đế thế 😂,AAAnh kêulương tháng 7-8 triệu sao chơi cả cua Hoàng Đế rứa 😂,"[""dialectal_writing"", ""boundary_variation"", ""expressive_lengthening""]",dfb01f8391484b66,,,,
sv_4844a3aebbb77d5edf22698a,tarudesu/VOZ-HSD,train,weak_ai,HATE,Diss chết mẹ mấy thằng rap dở trong hội quán đi vị huynh đài Chờ gì,Diss chết mẹ mấy thằ ằằng rap dở trong hội quán đi vị huynh đài Chờ j,"[""expressive_lengthening"", ""intentional_spelling"", ""boundary_variation""]",c4bfa075653a6aef,,,,
sv_4d151f58b8db15c3262947e2,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Đây mới là nc mắt của thg đàn ông, chứ đéo phải thg quái thai bán nam, nc mắt cá sấu, khóc nhè để dc chú ý","Đây mới là nc mắt của thg đàn ông, chứ đéo phải thg quái thai bán nam, nc mắt cá sấu, k·hóc nhè để dc chú ý","[""surface_obfuscation""]",008876177ab90c34,,,,
sv_b575429d45f631dad684add4,uitnlp/vihsd,test,human,CLEAN,Hưng Phạm sao mình nhập nó bảo nhận đc huy hiệu jax rồi mà vào game lại k thấy b nhỉ,Hưng Phạm sao mnh nhập nó bảo nhận đc huy hiệu jax rồi mà vào game lại k thấy b nhỉ,"[""typographical_noise""]",bc1de6f24d10816c,,,,
sv_fcef3317f3e3793b29f54bb8,tarudesu/VOZ-HSD,train,weak_ai,HATE,Thằng này đéo có xe vào đây xạo ln` rồi,Thằằằằng này đéo có xe vào đâyxạo ln` rồi,"[""expressive_lengthening"", ""boundary_variation""]",4b0e0ea45fa9e135,,,,
sv_83526222dc496b3e642625c8,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Nói đi cũng phải nói lại. IT có lợi thế là job nhiều đó mấy thím. Kỳ rồi mình có con bạn học kinh tế bị mất job do covid. Cũng lang thang lên mấy trang tìm việc kiếm job thư ký, kế toán vp cho nó.","Nói đi cx phải nói lại. IT có lợi thế là job nhiềều đó mấy thím. Kỳ rồi mk có con bạn học kinh tế bị mất job do covid. Cũng lang thang lên mấy trang tìm việc kiếm job thư ký, kế toán vp cho nó.","[""intentional_spelling"", ""abbreviation_clipping"", ""expressive_lengthening""]",e60b12df329f2173,,,,
sv_db971504df357a1f50811e61,tarudesu/VOZ-HSD,train,weak_ai,HATE,Các anh ignore con súc vật bait ngu đi nhé,Các anh ignore con súc vật bai.t ngu đi nhé,"[""surface_obfuscation""]",921dd0c2b4989972,,,,
sv_b17342b074d0b383fbddc3f2,tarudesu/VOZ-HSD,train,weak_ai,HATE,đcm mấy thằng nhà giàu (,đcm mấy thnằg nhà giàu (,"[""typographical_noise""]",0913c80b22dbd178,,,,
sv_f2bfb9ad3af69b379ddb2e62,uitnlp/vihsd,train,human,CLEAN,má ba đẹp mà chử hay quá,má ba đẹp mà chử hay wáááá,"[""intentional_spelling"", ""expressive_lengthening""]",c51d0d684788bbd8,,,,
sv_5315f85bf112971e5e84f6c9,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Nếu anh không chê thì tôi có thể phụ 1 anh Ngọc 1 chút,Nếu anh ko chê thì tôi có th·ể phụ 1 anh Ngọc 1 chút,"[""abbreviation_clipping"", ""surface_obfuscation""]",325ca4c0fda05b3e,,,,
sv_a183e3d801b2ed58b390cc7b,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Ôi thêm thằng ngu này nữa. Mày bảo định hướng là xem video ? Vậy cho tao hỏi những video nhạc tổng hợp chỉ để 1 cái hình thì mày phải ngồi nhìn cái hình đó cả tiếng đồng hồ hả ? Chưa kể có những bài, thể loại nhạc mà 2 cái mày nói không có đấy. Mà mày bảo chức năng ? Youtube bảo mày phải dán mắt vô xem chứ k nghe ha gì ? Và mày làm răm rắp theo ? Thấy ngu chưa ?","Ôi thêm thằng ngu này nữa. Mày bảo đnịh hướng là xem video ? Vậy cho tao hỏi những video nhạc tổng hợp chỉ để 1 cái hình thì mày phải ngồi nhìn cái hình đó cả tiếng đồng hồ hả ? Chưa kể có những bài, thể loại nhạc mà 2 cái mày nói hông có đấy. Mà mày bảo chức năng ? Youtube bảo mày phải dán mắt vô xem chứ k nghe ha gì ? Và mày làm răm rắp theo ? Thấy ngu chưa ?","[""typographical_noise"", ""phonetic_spelling""]",460be31d52a85793,,,,
sv_2680bdc123a030c209cd50a1,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"căn bản nhà e có ô tô, mà kiếm cái nhà 5 6 tỷ ô tô vào nhà lại còn ở gần khoai quá","căn bản nhà e có ô tô, mà k·iem cái nhà 5 6 tỷ ô tô vào nhà lại còn ở gần khoai wá","[""surface_obfuscation"", ""diacritic_variation"", ""intentional_spelling""]",d9ccfa53dd88a2bf,,,,
sv_7660853f85c5e4ad0e53cb1f,uitnlp/vihsd,train,human,CLEAN,Sống chậm thôi các bạn 😑,Sống chậmthui các bạn 😑,"[""phonetic_spelling"", ""boundary_variation""]",b49fbde048de6a80,,,,
sv_257539e04443df1dc4b1a37b,uitnlp/vihsd,test,human,CLEAN,Tôi phục 2 mc có thể ngồi nói chuyện trong khoảng thời gian dài vậy.,Tôi phục 2 mc có thể ngồi nc trong khoảng thời gian dài vậy.,"[""abbreviation_clipping""]",dd97b60583246688,,,,
sv_ad588e81df23a159ef4fa537,tarudesu/VOZ-HSD,train,weak_ai,HATE,dm Duck,dm Duk,"[""typographical_noise""]",ae5753270911acbe,,,,
sv_2bbd270018a07619aee315c2,uitnlp/vihsd,train,human,CLEAN,Sống nhanh lên các bạn 🤣🤣,Sống nhhaaaanh lên các bạn 🤣🤣,"[""typographical_noise"", ""expressive_lengthening""]",2fd36bfd3eca0842,,,,
sv_b4d239a4321010b74bec07be,tarudesu/VOZ-HSD,train,weak_ai,HATE,Cc ấy. Nó gánh còng lưng từ công đến thủ. Đấy biết ngay. Dcm thằng ml Quốc Việt chấp người,Cc ấy. Nó gánh còng lưng từ công đến thủ. Đấy bt ngay. Dcm thằằằng ml Quốc Việt chấp ng·ười,"[""expressive_lengthening"", ""abbreviation_clipping"", ""surface_obfuscation""]",77b29391dff5ea72,,,,
sv_86a1424e87f88b93649dd290,tarudesu/VOZ-HSD,train,weak_ai,HATE,thằng mặt l` này quay tay ra bài lắm thế nhờ,thang mặt l` này quay tay ra bài lắm thế nhờờ,"[""diacritic_variation"", ""expressive_lengthening""]",02d5b0093fe771ba,,,,
sv_8c36bb514ee9e13fb58b4490,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,giọng chị gg à fen,giọ_ng chị gg à fen,"[""surface_obfuscation""]",31bfa47e777e038b,,,,
sv_d9155ae028ddaf2a361cf65b,tarudesu/VOZ-HSD,train,weak_ai,HATE,Thớt tạo bởi thằng thớt Làm cách nào để hoà thuận với ông bố?! Nghề bảo vệ có phải là nghề chán đời nhất?! Cảm thấy ganh tỵ với mấy người có ngoại hình! Xấu trai thì không được phép tỏ ra lạnh lùng?!,Thớt tạoo bởi thằng thớt Làm cách nào để hoà thuận với ông bố?! Nghề bảo vệ có phải là nghề chán đời nhất?! Cảm thấy ganh tỵ với mấy người có ngoại hình! Xấu trai thì hổng đc phép tỏ ra lạnh lùng?!,"[""abbreviation_clipping"", ""expressive_lengthening"", ""dialectal_writing""]",f8b00cb346b3eb0f,,,,
sv_656aa6509693f20525dfe92b,uitnlp/vihsd,validation,human,CLEAN,Anh Trong a hay ăn thì để ý vào,Anh Trng a hay ăn thì để ý vào ooo,"[""expressive_lengthening"", ""boundary_variation"", ""typographical_noise""]",66511658084e7e50,,,,
sv_4be59d9ab34b4e6a38d7e19d,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Nói chuyện rõ ngu, luật đéo nào mà người dân ko phải tuân thủ hả? Nếu ko bắt mày phải tuân thủ thì đề ra luật và cái hợp đồng làm cmg vậy. Bộ luật hình sự thì phải tuân thủ còn luật dân sự thì ko phải tuân thủ ah?","Nói chuyện rõ ngu, luật đéo nào mà ng dân ko phải tuân thủ hả? Nếu ko bắt mày phải tuân thủ thì đề ra luật và cáihợp đồng làm cmg vậy. Bộ luật hình sự thì phải tuân thủ còn luật dân sự thì ko phảải tuân thủ ah?","[""abbreviation_clipping"", ""boundary_variation"", ""typographical_noise""]",b955351176778043,,,,
sv_3ecefcce4ad4665e7ddde15c,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Đèo mẹ lũ ngoài f33 chửi bọn vua tin vịt vụ quốc ca trong khi xem tv thì bt có bị cái nẹ gì đâu Mà vụ này từ hôm qa r, đã chơi trên đất nhà nó thì theo luật nhà nó mà làm ý kiến cc gì ko hiểu","Đèo mẹ lũ ngoài f33 chửi bọn vua tin vịt vụ quốc ca trong khi xem tv thì bt có bị cái nẹ gì mô Mà vụ này từ hôm qa r, đã chơi trênđất nhà nó thì theo luật nhà nó mà làm ý kiến cc gì ko hỉu","[""boundary_variation"", ""phonetic_spelling"", ""dialectal_writing""]",9fdcf94f1d6077e7,,,,
sv_34a152fb2f4885ad751cc462,tarudesu/VOZ-HSD,train,weak_ai,HATE,tới cứt còn táp vào mồm thì còn clg mà tụi tây bắc nó không ăn được hả bác,tới cứt còn tá-p vào mồm thì còn clg mà tụi tây bắc nó hổng ăn eược hả bác,"[""dialectal_writing"", ""surface_obfuscation"", ""typographical_noise""]",8912ad24f09aa2cb,,,,
sv_d275d8a842924532e5aaed4d,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Tôi dạo này cảm thấy thật bất an với thu nhập của vozer, cần lắm những cánh tay nâng chuẩn thu nhập vozer","T-ôi dạo này cảm thấy thật bất an với thu nhập của vozer, cần lắm những cánh tay nâng chuẩn thu nhập vozer","[""surface_obfuscation""]",884ea83295cb94dc,,,,
sv_2c3ceeea44fdc302a8ff5795,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Chiếc có bezel màu xanh nhìn nổi bật hơn. Tuy nhiên xài lâu dài thì khi nó cũ đi, sẽ xấu hơn chiếc màu thép.","Chiếc có bezel màu xanh nhìn nổiii bật hơn. Tuy nhiên xài lâu dài thì khi nó cũ đi, sẽ xấu hơn chiếc màu thép.","[""expressive_lengthening""]",912fb122df40987a,,,,
sv_f811586152c033d90f5461df,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Bản thân mình trước mê côn tay, chê xe tay ga nhưng lại chạy Ju Fi. Sau đó bỏ tiền độ côn tay cho chiếc Ju nhưng giờ lại muốn về zin và đang chạy tay ga đi làm. Sau từng ấy trải nghiệm đúc kết ra mua cái gì tiện lợi, phù hợp với bản thân trước (tay ga) rồi hãy nghĩ đến mua cái mình thích sau (côn tay).","Bản thân mình trước mê côn tay, chê xe tay ga nhưng lại chạy Ju Fi. Sau đó bỏ tiền độ côn tay cho chiếc Ju nhưng giờ lai muốn về zin và đang chạy tay ga đi làm. Sau từng ấy trải nghiệm đúc kết ra mua cái gì tiện lợi, phù hợp với bản thân trước (tay ga) rùi hãy nghĩ đến mua cái mình thích sau (côn tay).","[""diacritic_variation"", ""intentional_spelling""]",6fa5c06721fbce4f,,,,
sv_3fac3ebf75fdc8eab44e31f6,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"3 tỏi thì khó, quả này mà ko dịch thì chắc 2 tỏi là hoàn toàn có thể. Marvel làm đc quả phim 3 nhện thi phải nói giỏi vkl","3 tỏi thì khó, quả này mà ko dịch t-hì chắc 2 tỏi là hoàn toàn có thể. Marvel làm đc quả phim 3 nhện thi phải nóiiii giỏi vkl","[""expressive_lengthening"", ""surface_obfuscation""]",b8b1efcfa807e47d,,,,
sv_dadb5b61e2ebf818c7047ab7,uitnlp/vihsd,test,human,CLEAN,Ghê,G~he,"[""surface_obfuscation"", ""diacritic_variation""]",cf02975335b37b53,,,,
sv_36118a5c4c65bf7231488335,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Bác mua dịch vụ đặc biệt tại phòng vé or nhờ đại lý bác đặt ng ta mua cho nhé. Như bác trên có chỉ đấy, mang theo giấy kiểm dịch và sổ chích nhé. Mang lên cabine thì hơi căng, hình như chỉ cho mang 1 con, bác mua sớm đi.","Bác mua dịch vụ đặc biệt tại phòng vé or nhờ đại lý bác đặt ng ta mua cho nhé. Như bác trên có chỉ đấy, mang theo giấy kiểm dịch và sổ chích nhé. Mang lên cabine thì hơi căng, hình như chỉ cho mang 1 con, bác mua som đi.","[""diacritic_variation""]",fc215f3aec4e64cb,,,,
sv_ff279b27420d858ccf257c0d,tarudesu/VOZ-HSD,train,weak_ai,HATE,"chơi bẩn thì cút, chơi chó chết mịa m đi","ch_ơi bẩn thì cút, chơi chó chết mịa m đi","[""surface_obfuscation""]",2d1d9ba2d9267b58,,,,
sv_84edc7688a281c5b85798edd,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Bức xúc trước sự thiên vị yêu ghét ko công bằng của cha mẹ không nhất thiết đồng nghĩa với ""chăm chăm vào tài sản cha mẹ"" hoặc ""ko tự lập"". Logic của mày như cc vậy.","Bức xúc trước sự thiên vị yêu ghét ko công bằng của cha mẹ không nhất thiết đồng nghĩa vớớới ""chăm chăm vào tài sản cha mẹ"" hoặc ""ko tự lậ_p"". Logic của mày như cc vậy.","[""expressive_lengthening"", ""surface_obfuscation""]",fd3a91403a34a36d,,,,
sv_03de4fa749f99fa44ca65625,uitnlp/vihsd,train,human,HATE,"Kô ai muốn phải cách ly ,nhưng vì sk cộng đồng cũng như sk chính mình hãy cố gắng lên bạn,bạn càng nói thì cái não của bạn sẽ bé đi nhiều.chúc bạn sau 14 ngày âm tính với corona.","Kô ai muốn phải cách ly ,nhhng vì sk cộng đồng cx như sk chính mình hãy cố gắng lên bạn,b~ạn càng nói thì cái não của bạn sẽ bé đi nhiều.chúc bạn sau 14 ngày âm tính với corona.","[""typographical_noise"", ""intentional_spelling"", ""surface_obfuscation""]",d2b8d07c5a594405,,,,
sv_2086c00f0ba2d9658d7e8931,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Xưa mình gạ thằng bạn đọc tiên hiệp, nó đêm ngủ mơ đang tu tiên luôn mình nằm ngay cạnh cười vl Mà mình cũng mơ được tu luyện suốt, đọc được vài năm giờ đâu dám đọc lại vì nghiện","Xưa mình gạ thằng bạn đọc tiên hiệp, nó đêm ngủ mơ đang tu tiên luôn mình nằm ngay cạnh cười vl Mà mình cũng mơ được tu luyện suốt, đọc được vài năm giờ mô dám đọc lại vì nghiện","[""dialectal_writing""]",7e1e8404b10c0e45,,,,
sv_e23acd8b4e65a8c85c124f49,tarudesu/VOZ-HSD,train,weak_ai,HATE,gốc phá mu là t ed vs bld ngu lol,gốcpha mu là t ed vs bld ngu l~ol,"[""diacritic_variation"", ""boundary_variation"", ""surface_obfuscation""]",fc48b4ffcabe2a26,,,,
sv_fdd8e92a82ede2e0390cf9a5,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Bố già xem như cức, nhưng thớt cư xử cục súc quá. Thôi xem về thì quay tay 1m tiếp đi.","Bố già xem như cức, nhưng thớt cư xử cục súc qá. Thôi xem về thì quay taaaay 1m tiếp đi.","[""expressive_lengthening"", ""intentional_spelling""]",975bcdf5b2d5bc3f,,,,
sv_c2ec93d3df3c9f99f9abc27b,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"fake hết đó mấy ông, chứ ở đó mà tưởng thiệt ngồi húp","f-ake hết đó mấyông, chứ ở đó mà tưởởởng thiệt ngồi húp","[""boundary_variation"", ""surface_obfuscation"", ""expressive_lengthening""]",ae4165fa2b4d4307,,,,
sv_1855919c155bff15f52ff2dc,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Y chang mình. Phải đặt nhờ quán cf thằng bạn rồi ra lấy, hoặc bữa nào rảnh ra cf mới dám đặt. Thỉnh thoảng delay tới chiều làm ngồi cf dài cổ.","Y chang mk. Phải đặt nhờ quán cf thằng fen rồi ra lấy, hoặc bữa nào rảnh ra cf mới dám đặt. Thỉnh thoảng delay tới chiều lam ngồi cf dài cổ.","[""slang_lexical"", ""diacritic_variation"", ""abbreviation_clipping""]",9e2dc65be83415ae,,,,
sv_0e8446eef29db7762836a0e4,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Chaien Singer said:,Chaien Singeeer said:,"[""expressive_lengthening""]",982cd3b71fb50421,,,,
sv_fb9954d0f3f4f0f239af82b9,tarudesu/VOZ-HSD,train,weak_ai,HATE,Cái này là chơi ngu chứ khôn vặt gì..,Cái này làchơi ngu chứ khôn vặt j..,"[""intentional_spelling"", ""boundary_variation""]",6af58b21147ede10,,,,
sv_aaea5ae9e11c55be9633d2d8,uitnlp/vihsd,train,human,CLEAN,Cho hỏi nhận 1 cái 2 lần thì dc thêm cái j ko ?,Cho hỏi n·hận 1 cái 2 lần thì dc thêêêm cái j ko ?,"[""expressive_lengthening"", ""surface_obfuscation""]",58c6f6381d33bab2,,,,
sv_08b8a16f699ca5943a472055,uitnlp/vihsd,train,human,HATE,Chị ba đẹp gái có hai hòn dái hai bên,Chị ba đẹp gái cóó hai hon dái hai bê-n,"[""surface_obfuscation"", ""diacritic_variation"", ""expressive_lengthening""]",c25b32118c824da8,,,,
sv_e728af468eacdc1381667969,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Tăng mẹ nó 1-200đ cho đại lý nó hăng hái làm việc. Đm bóp dái nó làm cái đéo gì, bán lỗ thì tư nhân gồng mãi sao đc. Để ng dân ko đổ đc xăng còn mất chi phí lớn hơn trăm lần.","Tăng mẹ nó 1-200đ cho đại lý nó hăng hái làm việc. Đm bóp dái nó làm cái đéo gì, bán lỗ thì tư nhân gồng mãi sao đc. Để ng dân ko đổ đc xăng còn mất chi phí lớn hơn trmă lần.","[""typographical_noise""]",2f5317ae607ed34f,,,,
sv_07b1da8e80883bce1b91b24b,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Tặng cái lò nướng 6 thanh gia nhiệt, tầm 8M. Ít tiền hơn thì mua cái cây lăn bột, khuôn nặn bánh, ít tiền nữa thì mua ít cần bột, loại cần cho vào bánh nướng ăn cho phê ấy.","Tặng cái lò nướng 6 thanh gia nhiệt, tầm 8M. Ít tiền hơn thi mua cá·i cây lăn bột, khuôn nặn bánh, ít tiền nữa thìmua ít cần bột, loại cần cho vào bánh nướng ăn cho phê ấy.","[""diacritic_variation"", ""boundary_variation"", ""surface_obfuscation""]",1e1c1f3cd212b8fb,,,,
sv_815c768d57cbe2298c795467,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Chắc bị vong ám chứ bệnh gì đến giờ là sốt, qua giờ là hết","Chắc bị vong ám chứ bệnh gì đếngiờ là sốt, qua giờ là hết","[""boundary_variation""]",957589b9ef153351,,,,
sv_e830c7748b2401ee6e02cd80,tarudesu/VOZ-HSD,train,weak_ai,HATE,bọn ăn hại,bon ăăăn hại,"[""diacritic_variation"", ""expressive_lengthening""]",e69906fe4384be8d,,,,
sv_80a14f07bd389532d4bbaa32,uitnlp/vihsd,train,human,CLEAN,"Nhàn Lê nhạc lần này đúng là k hay thiệt, mấy bài trc nghe còn thấy hay, mong là sau lần comback này ra nhạc đỉnh hơn, chứ bài này nghe ái ái kiểu gì á","Nhàn Lê nhạc lần này đúng là k hay thiệt, may bài trc nghe còn thấy hay, mong là sau lần comback này ra nhạc đỉnh hơn, chứ bài này ngheái ái kiểu gì á","[""boundary_variation"", ""diacritic_variation""]",d0d3c64ddd6ccd6a,,,,
sv_c5be984e0a709bdb289194f5,tarudesu/VOZ-HSD,train,weak_ai,HATE,"mấy thằng hay nói đạo lý thường sống như lol, vận vào mấy thằng phật online chả sai bao giờ toàn ăn mì tôm trong nhà trọ tưởng tượng ra mình là thằng chồng soái ca như phim HQ xui rủi cho chị em nào lấy phải mấy thằng phật online xạo lol này đọc cmt ngứa hết cả đít","mấy thằng hay nói đạo lý thường sống như lol, vận vào mấy thằng phật online chả sai bh toàn ăn mì tôm trong nhà trọ tưởng tượng ra mình là thằng chồng soái ca như phim HQ xui rủi cho chị em nào lấy fải mấy thằng phật online xạo lol này đọc cmt ngứa hết cả đít","[""context_dependent"", ""intentional_spelling""]",8387dc96cbf1a030,,,,
sv_39c7599ad0ca2cea08f30f36,tarudesu/VOZ-HSD,train,weak_ai,HATE,"hongkong, đài loan, đại lục đéo biết HL là diễn viên gì. Có khi độ nổi bên đó còn thua thằng nguyễn trung quân chứ chưa nói gì đến tùng núi","hong kong, đài loan, đại lục đéo bt HL là diễn viên gì. Có khi độ nổi bên đó còn thua thằng nguyễn trung quân chứ chưa nói gì đến tùng núúúi","[""expressive_lengthening"", ""abbreviation_clipping"", ""boundary_variation""]",8b95e55b2843c9ab,,,,
sv_e9f5a9fda652ab9f965c3369,uitnlp/vihsd,validation,human,CLEAN,giáo án của thầy nè :v,giáo áááán của th·ầy nè :v,"[""expressive_lengthening"", ""surface_obfuscation""]",6973674aa5f538af,,,,
sv_e9fabdc2092019542df11ffa,uitnlp/vihsd,train,human,CLEAN,"Mặt xinh thì tóc xấu cũng xinh, còn mặt xấu tóc đẹp thì cũng k xinh lên đc :))","Mặt xinh thì tóc xấu cx xinh, con mặt xấu tóc đẹp thì cũbg k xinh lên đc :))","[""diacritic_variation"", ""intentional_spelling"", ""typographical_noise""]",17bc1261eb71ae96,,,,
sv_ecbfa833189eb03d4a3ac996,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Link Fshare - Lồng tiếng Việt cho ai cần :,Link Fsh are - Lồồồng tieng Việt cho ai cần :,"[""expressive_lengthening"", ""boundary_variation"", ""diacritic_variation""]",d2becc817ff81190,,,,
sv_7f108fe5a4b54d5e7649ff6f,tarudesu/VOZ-HSD,train,weak_ai,HATE,Thằng lều đặt cái tít cũng ít có mất dạy lắm.,Thằng lều đặặt cái tít cũngít có mất dạy l-ắm.,"[""expressive_lengthening"", ""surface_obfuscation"", ""boundary_variation""]",ab599e4ba095c526,,,,
sv_4dc7847a23c0b9fbad5c3322,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Đọc mấy bài này, mới thấy sự cần thiết của team trộm chó. Đuỵt cụ lũ súc vật thả chó ra đường đéo rọ mõm. Ngu y như chó.","Đọc m-ấy bài này, mới thấy sự cầần thiết của team trộm chó. Duyt cụ lũ súc vật thả chó ra đường đéo rọ mõm. Ngu y như chó.","[""expressive_lengthening"", ""diacritic_variation"", ""surface_obfuscation""]",2e03ef4d3e28cf85,,,,
sv_942db51481aaff78331aa421,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Tao đéo rảnh mày ơi, mày giỏi thì mày cứ ra đó la liếm cho khôn đi. Tao biết cái thân tao là được rồi.","Tao đéo rảnh mày ơi, mày giỏi thì mày cứ ra đó la liếm cho khôn đi. Tao biết cái thân tao làđược rồi.","[""boundary_variation""]",2d0ed69c1146ff0d,,,,
sv_21fd1a00c498eea323657f1c,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Về nhà! Căn bản là nhà cũng ở miền núi rồi, đất thì rộng cây trái đầy vườn, cây gì cũng có. Sơn thủy hữu tình, khí hậu thì có tí khắc nhiệt hơn nơi khác nhưng quen rồi.","Dìa nhà! Căn bản là nhà cũng ở miền núi rồi, đất thì rộng cây trái đầy vườn, cây gì cũng có. Sơn thủy hữu tình, khí hậu thì có tí khắc nhiệt hơn nơi khác nhưng quen rồi.","[""dialectal_writing""]",04d9525fb7a8486b,,,,
sv_8d04da6154f69f99f39d6acf,tarudesu/VOZ-HSD,train,weak_ai,HATE,úi giời *** mẹ mày Hải ơi,úi giời *** mẹ mày Hảiiiơi,"[""expressive_lengthening"", ""boundary_variation""]",4a5b0533c7da0f78,,,,
sv_58939da6d8b434a6662c743b,uitnlp/vihsd,validation,human,CLEAN,Mong bác khỏe  mạnh  để  cho ae xem cho vui ko thì  mùa  dịch này  buồn  lắm,Mong bác khỏe  mạnh  dẻ  cho ae xem cho vui ko thì  mùa  dịch này  buồn  lắm,"[""diacritic_variation""]",d55531da9dc139d5,,,,
sv_11066a95b53c7f7baa6aaeb2,tarudesu/VOZ-HSD,train,weak_ai,HATE,Mà sao thằng 3 lan cũng anh m lô xiên mà chửi nó như chó nhỉ?,Mà sao t·hằng 3 lan cũng anh m lô xiên mà cửhi nó như cho nhỉ?,"[""diacritic_variation"", ""surface_obfuscation"", ""typographical_noise""]",a8a97d59e3320392,,,,
sv_bb28af5e47cc961007fd017a,uitnlp/vihsd,train,human,HATE,Càng tàn ác thì vạch áo cho dân xem lưng,Càng tàn ác thì vạch áo cho d_ân xem lưng,"[""surface_obfuscation""]",12ba333cc8e5d2c3,,,,
